,spotify_id,name,followers,popularity,genres,chart_hits
737,6UBA15slIuadJ8h2lPRPos,Tech N9ne,2523206.0,70,"['hip hop', 'kansas city hip hop', 'pop rap', 'southern hip hop']","['us (3)', 'au (1)', 'at (1)', 'bg (1)', 'ca (3)', 'cz (1)', 'ee (1)', 'fi (1)', 'hu (1)', 'is (1)', 'lv (1)', 'lt (1)', 'nz (2)', 'no (1)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'ae (1)']"
784,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,7531004.0,81,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']","['us (10)', 'gb (6)', 'au (9)', 'at (9)', 'be (9)', 'bo (3)', 'br (3)', 'bg (13)', 'ca (13)', 'co (3)', 'cr (3)', 'cy (8)', 'cz (10)', 'dk (6)', 'do (2)', 'ec (2)', 'eg (3)', 'sv (3)', 'ee (12)', 'fi (13)', 'fr (4)', 'de (6)', 'gr (11)', 'gt (3)', 'hn (3)', 'hk (12)', 'hu (14)', 'is (9)', 'id (8)', 'ie (9)', 'il (4)', 'it (4)', 'jp (1)', 'lv (11)', 'lt (14)', 'lu (9)', 'my (14)', 'mt (10)', 'mx (2)', 'nl (7)', 'nz (9)', 'ni (2)', 'no (18)', 'pa (4)', 'py (3)', 'ph (11)', 'pl (10)', 'pt (8)', 'ro (6)', 'sa (4)', 'sg (13)', 'sk (13)', 'za (3)', 'kr (1)', 'es (4)', 'se (10)', 'ch (11)', 'tw (17)', 'th (7)', 'tr (6)', 'ae (4)', 'uy (2)', 'vn (7)']"
835,4BzCdhJTyTS3gumq9xmymb,ayokay,158827.0,57,"['electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']","['us (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'ee (1)', 'de (1)', 'gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'pl (1)', 'sk (1)', 'ch (1)']"
864,4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,1525705.0,68,"['latin pop', 'puerto rican pop']","['us (1)', 'ar (2)', 'at (1)', 'be (1)', 'bo (2)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (2)', 'co (2)', 'cr (2)', 'cy (1)', 'cz (1)', 'do (1)', 'ec (2)', 'sv (2)', 'ee (1)', 'fr (3)', 'de (1)', 'gr (1)', 'gt (2)', 'hn (2)', 'hk (1)', 'hu (1)', 'in (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (2)', 'ma (1)', 'nl (1)', 'ni (2)', 'no (2)', 'pa (3)', 'py (2)', 'pe (2)', 'pl (1)', 'pt (1)', 'ro (3)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'uy (2)']"
882,4xRYI6VqpkE3UwrDrAZL8L,Logic,5783112.0,77,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']","['us (89)', 'gb (14)', 'ar (1)', 'au (10)', 'at (7)', 'be (7)', 'bo (2)', 'br (1)', 'bg (26)', 'ca (57)', 'co (1)', 'cr (3)', 'cy (18)', 'cz (8)', 'dk (7)', 'do (3)', 'ec (1)', 'eg (3)', 'sv (3)', 'ee (14)', 'fi (9)', 'fr (3)', 'de (7)', 'gr (27)', 'gt (3)', 'hn (3)', 'hk (6)', 'hu (12)', 'is (8)', 'in (2)', 'id (4)', 'ie (10)', 'il (7)', 'it (3)', 'jp (3)', 'lv (18)', 'lt (16)', 'lu (20)', 'my (6)', 'mt (19)', 'mx (1)', 'ma (2)', 'nl (5)', 'nz (17)', 'ni (2)', 'no (12)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (5)', 'pt (12)', 'ro (15)', 'sa (3)', 'sg (6)', 'sk (11)', 'za (5)', 'es (3)', 'se (9)', 'ch (8)', 'tw (6)', 'th (5)', 'tr (3)', 'ua (1)', 'ae (3)', 'uy (1)', 'vn (3)']"
885,3Fl1V19tmjt57oBdxXKAjJ,Blueface,5364910.0,68,"['cali rap', 'trap']","['us (6)', 'gb (2)', 'au (3)', 'at (1)', 'be (2)', 'bg (2)', 'ca (5)', 'cy (2)', 'cz (2)', 'dk (2)', 'do (1)', 'ee (3)', 'fi (2)', 'de (2)', 'gr (2)', 'hk (2)', 'hu (2)', 'is (3)', 'in (2)', 'ie (3)', 'il (2)', 'it (1)', 'lv (3)', 'lt (3)', 'lu (2)', 'my (1)', 'mt (3)', 'nl (1)', 'nz (3)', 'no (2)', 'pt (2)', 'ro (3)', 'sg (2)', 'sk (2)', 'se (1)', 'ch (1)', 'tw (2)']"
890,5gCRApTajqwbnHHPbr2Fpi,Juicy J,2891371.0,73,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (1)', 'bg (3)', 'de (1)', 'gr (1)', 'ro (1)']"
894,0epOFNiUfyON9EYx7Tpr6V,The Strokes,4523700.0,75,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","['us (2)', 'ar (1)', 'cl (1)', 'lt (1)', 'pt (3)']"
931,2txHhyCwHjUEpJjWrEyqyX,Tom Odell,2371386.0,77,"['chill pop', 'pop']","['us (1)', 'gb (3)', 'ar (1)', 'au (1)', 'at (4)', 'be (2)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (2)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (2)', 'fi (2)', 'fr (2)', 'de (3)', 'gr (2)', 'hn (1)', 'hu (2)', 'is (2)', 'id (1)', 'ie (3)', 'il (1)', 'it (1)', 'lv (3)', 'lt (4)', 'lu (1)', 'my (1)', 'ma (1)', 'nl (3)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'pe (1)', 'pl (4)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sk (3)', 'za (1)', 'es (2)', 'se (1)', 'ch (1)', 'tr (2)', 'ua (1)', 'ae (1)', 'uy (1)']"
939,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,9097882.0,76,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']","['us (1)', 'gb (2)', 'ar (1)', 'au (1)', 'at (3)', 'be (1)', 'br (1)', 'bg (2)', 'ca (5)', 'co (1)', 'cy (2)', 'cz (2)', 'ec (1)', 'ee (2)', 'de (2)', 'gr (2)', 'hk (6)', 'hu (2)', 'id (1)', 'ie (1)', 'il (2)', 'jp (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (3)', 'mt (2)', 'mx (1)', 'nz (1)', 'pe (1)', 'ph (2)', 'pl (1)', 'pt (1)', 'ro (2)', 'sg (5)', 'sk (2)', 'kr (1)', 'ch (1)', 'tw (6)', 'th (2)', 'vn (2)']"
994,4gOc8TsQed9eqnqJct2c5v,K/DA,1616999.0,65,['k-pop girl group'],"['us (3)', 'ar (1)', 'au (2)', 'at (3)', 'be (1)', 'br (3)', 'bg (6)', 'ca (3)', 'cl (2)', 'cr (1)', 'cy (3)', 'cz (3)', 'dk (1)', 'eg (3)', 'sv (1)', 'ee (3)', 'fi (1)', 'fr (1)', 'de (3)', 'gr (3)', 'hk (3)', 'hu (4)', 'id (3)', 'jp (1)', 'lv (3)', 'lt (3)', 'lu (2)', 'my (4)', 'mt (1)', 'ma (2)', 'nz (2)', 'no (1)', 'pa (2)', 'ph (4)', 'pl (4)', 'pt (3)', 'ro (5)', 'ru (4)', 'sa (3)', 'sg (4)', 'sk (3)', 'es (2)', 'se (1)', 'ch (2)', 'tw (3)', 'th (4)', 'tr (3)', 'ua (3)', 'ae (2)', 'uy (1)', 'vn (3)']"
998,2gBjLmx6zQnFGQJCAQpRgw,Nelly,2229377.0,74,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'southern hip hop', 'st louis rap', 'urban contemporary']","['us (3)', 'gb (2)', 'au (2)', 'at (1)', 'be (1)', 'bg (1)', 'ca (4)', 'cz (1)', 'dk (2)', 'ee (2)', 'de (1)', 'gr (1)', 'hk (2)', 'hu (1)', 'is (1)', 'ie (3)', 'lv (1)', 'lt (2)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (2)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)']"
1043,3EW0kQ1skZiK1NHg3Spt9J,Takeoff,1261393.0,69,"['atl hip hop', 'rap', 'southern hip hop', 'trap']","['us (3)', 'bg (3)', 'ca (4)', 'gr (2)', 'is (1)', 'lu (2)', 'ro (3)', 'ch (1)']"
1052,3eVa5w3URK5duf6eyVDbu9,ROSÉ,3244912.0,64,['k-pop'],"['us (1)', 'gb (1)', 'au (2)', 'at (1)', 'bo (1)', 'br (2)', 'bg (2)', 'ca (2)', 'cl (2)', 'co (2)', 'cr (1)', 'cy (1)', 'cz (1)', 'ec (1)', 'eg (1)', 'sv (2)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hn (2)', 'hk (2)', 'hu (1)', 'in (2)', 'id (2)', 'ie (1)', 'jp (2)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (2)', 'ma (1)', 'nz (2)', 'ni (2)', 'pa (2)', 'pe (2)', 'ph (2)', 'pl (1)', 'pt (1)', 'ro (2)', 'ru (2)', 'sa (2)', 'sg (2)', 'sk (1)', 'za (1)', 'kr (2)', 'ch (1)', 'tw (2)', 'th (2)', 'tr (2)', 'ua (2)', 'ae (2)', 'vn (2)']"
1127,4pnp4w9g30yLfVIAFnZMRd,ACRAZE,72315.0,68,[],"['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'ua (1)', 'ae (1)', 'uy (1)']"
1131,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,1782190.0,66,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']","['us (1)', 'ee (1)', 'fi (1)', 'id (1)', 'my (1)', 'nz (1)', 'no (1)', 'se (1)']"
1140,3qBKjEOanahMxlRojwCzhI,Zacari,78687.0,65,['gqom'],"['us (2)', 'gb (1)', 'au (1)', 'bg (2)', 'ca (2)', 'ee (1)', 'is (2)', 'ie (1)', 'lv (2)', 'lt (2)', 'nz (1)', 'sk (1)', 'th (1)']"
1145,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,6881366.0,80,"['dance pop', 'pop', 'pop rap']","['us (3)', 'gb (2)', 'ar (3)', 'au (3)', 'at (7)', 'be (5)', 'bo (3)', 'br (2)', 'bg (3)', 'ca (7)', 'cl (3)', 'co (5)', 'cr (3)', 'cy (3)', 'cz (3)', 'dk (3)', 'do (4)', 'ec (4)', 'eg (1)', 'sv (3)', 'ee (4)', 'fi (5)', 'fr (6)', 'de (6)', 'gr (3)', 'gt (3)', 'hn (3)', 'hk (2)', 'hu (4)', 'is (2)', 'in (1)', 'ie (3)', 'il (2)', 'it (4)', 'lv (5)', 'lt (5)', 'lu (7)', 'my (3)', 'mt (4)', 'mx (4)', 'ma (3)', 'nl (6)', 'nz (2)', 'ni (3)', 'no (4)', 'pa (3)', 'py (3)', 'pe (4)', 'ph (2)', 'pl (4)', 'pt (4)', 'ro (3)', 'ru (1)', 'sa (2)', 'sg (3)', 'sk (3)', 'za (3)', 'kr (1)', 'es (5)', 'se (4)', 'ch (6)', 'tw (3)', 'th (1)', 'tr (1)', 'ua (1)', 'ae (4)', 'uy (4)', 'ad (2)']"
1149,2XzXLjXRSeFtsic4ieyLJy,Wilbur Soot,1604832.0,63,"['dream smp', 'indie pop']","['us (1)', 'gb (1)', 'bg (1)', 'ee (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'ro (1)', 'ae (1)']"
1154,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,29446452.0,87,"['latin hip hop', 'reggaeton', 'trap latino']","['us (3)', 'gb (1)', 'ar (32)', 'au (1)', 'at (3)', 'be (2)', 'bo (35)', 'br (1)', 'bg (4)', 'ca (4)', 'cl (51)', 'co (34)', 'cr (31)', 'cy (4)', 'cz (2)', 'dk (1)', 'do (42)', 'ec (47)', 'eg (1)', 'sv (46)', 'ee (3)', 'fi (2)', 'fr (2)', 'de (3)', 'gr (3)', 'gt (43)', 'hn (46)', 'hk (2)', 'hu (3)', 'is (1)', 'in (1)', 'ie (1)', 'il (2)', 'it (7)', 'jp (2)', 'lv (2)', 'lt (4)', 'lu (5)', 'my (2)', 'mt (9)', 'mx (30)', 'ma (1)', 'nl (2)', 'nz (2)', 'ni (42)', 'no (2)', 'pa (39)', 'py (28)', 'pe (42)', 'ph (2)', 'pl (2)', 'pt (6)', 'ro (3)', 'sa (1)', 'sg (2)', 'sk (3)', 'za (1)', 'es (44)', 'se (2)', 'ch (10)', 'tw (2)', 'th (2)', 'tr (1)', 'ae (2)', 'uy (36)', 'vn (1)', 'ad (2)']"
1156,3oDbviiivRWhXwIE8hxkVV,The Beach Boys,3805849.0,72,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']","['us (1)', 'gb (1)', 'au (1)', 'at (2)', 'be (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'ee (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'nz (1)', 'pl (1)', 'sk (1)']"
1161,0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,5066308.0,76,['memphis hip hop'],"['us (15)', 'gb (1)', 'au (3)', 'at (1)', 'be (2)', 'bg (7)', 'ca (11)', 'cy (4)', 'dk (2)', 'eg (1)', 'ee (4)', 'fi (3)', 'de (1)', 'gr (4)', 'hu (4)', 'is (6)', 'ie (3)', 'il (2)', 'lv (4)', 'lt (4)', 'lu (6)', 'mt (2)', 'ma (1)', 'nl (1)', 'nz (3)', 'no (3)', 'pt (1)', 'ro (5)', 'sa (1)', 'sk (1)', 'za (4)', 'se (1)', 'ch (2)', 'ae (4)']"
1187,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,3381275.0,65,"['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']","['us (2)', 'gb (1)', 'au (1)', 'at (2)', 'be (1)', 'bg (1)', 'ca (2)', 'cy (1)', 'cz (2)', 'dk (1)', 'ee (2)', 'fi (1)', 'de (1)', 'gr (3)', 'hk (3)', 'hu (4)', 'is (1)', 'ie (1)', 'it (3)', 'jp (1)', 'lv (3)', 'lt (3)', 'lu (1)', 'my (2)', 'mt (3)', 'nl (1)', 'nz (1)', 'ph (2)', 'pl (2)', 'pt (1)', 'ro (1)', 'sg (4)', 'sk (2)', 'za (1)', 'se (2)', 'ch (4)', 'tw (4)', 'ae (1)']"
1209,3lPQ2Fk5JOwGWAF3ORFCqH,John Mellencamp,1393034.0,66,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",['us (1)']
1265,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,1408217.0,67,"['bronx hip hop', 'dance pop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap']","['us (2)', 'gb (1)', 'bg (1)', 'ca (4)', 'do (2)', 'de (1)', 'gr (1)', 'ie (1)', 'lv (1)', 'lu (1)', 'nz (1)', 'pt (1)', 'sk (1)', 'ch (1)']"
1272,0PFtn5NtBbbUNbU9EAmIWF,TOTO,2377859.0,72,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pl (1)', 'sk (1)', 'za (1)', 'se (1)', 'ch (1)']"
1325,44NX2ffIYHr6D4n7RaZF7A,Van Morrison,2588433.0,71,"['classic rock', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']","['us (1)', 'gb (1)', 'au (1)', 'be (1)', 'ca (2)', 'cz (1)', 'gr (1)', 'is (1)', 'ie (1)', 'lu (1)', 'my (1)', 'nl (1)', 'nz (1)', 'pl (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
1353,7dWYWUbO68rXJOcyA7SpJk,Fort Minor,555574.0,61,"['pop rap', 'rap rock']","['us (1)', 'at (1)', 'br (1)', 'cz (1)', 'gr (1)', 'pt (2)', 'ro (1)']"
1380,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,10899955.0,76,"['latin pop', 'mexican pop']","['us (5)', 'gb (3)', 'ar (11)', 'au (3)', 'at (4)', 'be (5)', 'bo (12)', 'br (5)', 'bg (6)', 'ca (4)', 'cl (12)', 'co (11)', 'cr (10)', 'cy (3)', 'cz (5)', 'dk (5)', 'do (8)', 'ec (13)', 'sv (9)', 'ee (6)', 'fi (6)', 'fr (3)', 'de (3)', 'gr (6)', 'gt (10)', 'hn (8)', 'hk (3)', 'hu (6)', 'is (4)', 'id (1)', 'ie (3)', 'il (1)', 'it (6)', 'lv (4)', 'lt (7)', 'lu (5)', 'my (4)', 'mt (6)', 'mx (10)', 'nl (8)', 'nz (1)', 'ni (5)', 'no (7)', 'pa (11)', 'py (9)', 'pe (13)', 'ph (2)', 'pl (6)', 'pt (6)', 'ro (1)', 'sg (4)', 'sk (6)', 'es (15)', 'se (5)', 'ch (5)', 'tw (4)', 'tr (4)', 'uy (11)', 'ad (2)']"
1405,6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,818554.0,71,"['modern rock', 'pop', 'uk pop']","['us (1)', 'gb (1)', 'au (1)', 'at (2)', 'be (2)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'id (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (2)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (2)', 'nz (1)', 'ni (1)', 'no (2)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'es (1)', 'se (2)', 'ch (2)', 'tw (2)', 'th (1)', 'tr (1)', 'ua (1)', 'ae (1)', 'vn (1)']"
1425,1KP6TWI40m7p3QBTU6u2xo,BØRNS,1093578.0,67,"['modern rock', 'pop']","['us (1)', 'gb (1)', 'au (1)', 'at (2)', 'be (1)', 'bg (2)', 'ca (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'ee (2)', 'fi (1)', 'gr (2)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (2)', 'nl (1)', 'nz (1)', 'no (1)', 'ph (1)', 'pl (2)', 'ro (1)', 'sg (1)', 'sk (2)', 'za (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'ae (1)']"
1429,027TpXKGwdXP7iwbjUSpV8,The Walters,402467.0,71,['chicago indie'],"['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ec (1)', 'eg (1)', 'ee (1)', 'fi (1)', 'de (1)', 'gr (1)', 'hn (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'za (1)', 'kr (1)', 'se (1)', 'ch (1)', 'th (1)', 'ae (1)', 'vn (1)']"
1441,4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,8312684.0,64,"['dance pop', 'pop', 'post-teen pop', 'uk pop']","['us (7)', 'gb (5)', 'ar (2)', 'au (6)', 'at (4)', 'be (5)', 'bo (4)', 'br (6)', 'bg (10)', 'ca (10)', 'cl (2)', 'co (3)', 'cr (2)', 'cy (2)', 'cz (11)', 'dk (7)', 'do (5)', 'ec (2)', 'sv (3)', 'ee (8)', 'fi (5)', 'fr (4)', 'de (4)', 'gr (10)', 'gt (3)', 'hn (4)', 'hk (9)', 'hu (9)', 'is (4)', 'id (4)', 'ie (6)', 'it (3)', 'lv (9)', 'lt (11)', 'lu (4)', 'my (8)', 'mt (9)', 'mx (4)', 'nl (3)', 'nz (8)', 'ni (1)', 'no (9)', 'pa (3)', 'py (2)', 'pe (3)', 'ph (9)', 'pl (8)', 'pt (6)', 'ro (1)', 'sg (10)', 'sk (9)', 'kr (2)', 'es (2)', 'se (8)', 'ch (8)', 'tw (11)', 'th (4)', 'tr (5)', 'uy (3)', 'vn (1)']"
1446,5k979N1TnPncUyqlXlaRSv,The Longest Johns,179813.0,57,['shanty'],"['us (1)', 'gb (1)', 'ca (1)', 'is (1)', 'ie (1)', 'no (1)']"
1450,7lDVEkjIURPMyUYwoQRrpw,Ryan Hurd,201785.0,61,"['contemporary country', 'country', 'country pop', 'country road']","['us (1)', 'ca (1)']"
1461,0WK3H9OErSn5zKOkOV5egm,DDG,793852.0,64,"['pop rap', 'rap', 'trap', 'viral rap']","['us (1)', 'bg (1)', 'ca (2)', 'cy (1)', 'gr (1)', 'hu (1)', 'is (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'no (1)', 'ro (1)', 'za (1)', 'ch (1)']"
1463,1gPhS1zisyXr5dHTYZyiMe,Kevin Gates,5326006.0,74,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (13)', 'au (2)', 'bg (3)', 'ca (5)', 'cy (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'gr (2)', 'hk (1)', 'hu (1)', 'is (3)', 'lv (5)', 'lt (1)', 'my (1)', 'nz (3)', 'no (2)', 'pl (2)', 'pt (1)', 'sg (1)', 'sk (2)', 'za (1)', 'ch (2)', 'tw (2)', 'tr (1)']"
1475,1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,464953.0,66,"['electropop', 'pop', 'pop rap']","['us (2)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'ee (2)', 'gr (1)', 'hk (1)', 'hu (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (2)', 'lu (1)', 'mt (2)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'tw (1)']"
1488,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,17493989.0,78,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']","['us (1)', 'gb (5)', 'ar (1)', 'be (2)', 'br (1)', 'bg (2)', 'ca (5)', 'cr (14)', 'cz (2)', 'ec (1)', 'fr (13)', 'gr (19)', 'hu (1)', 'ie (1)', 'it (20)', 'lt (3)', 'mt (1)', 'nl (4)', 'pl (16)', 'pt (22)', 'sk (1)', 'se (1)', 'ch (2)', 'tr (16)', 'ua (1)', 'uy (4)']"
1568,04gDigrS5kc9YWfZHwBETP,Maroon 5,37808723.0,85,['pop'],"['us (21)', 'gb (15)', 'ar (16)', 'au (17)', 'at (14)', 'be (19)', 'bo (15)', 'br (18)', 'bg (17)', 'ca (21)', 'cl (16)', 'co (15)', 'cr (17)', 'cy (13)', 'cz (20)', 'dk (14)', 'do (12)', 'ec (16)', 'eg (4)', 'sv (17)', 'ee (20)', 'fi (13)', 'fr (12)', 'de (11)', 'gr (19)', 'gt (15)', 'hn (14)', 'hk (34)', 'hu (20)', 'is (13)', 'in (4)', 'id (16)', 'ie (17)', 'il (24)', 'it (14)', 'jp (11)', 'lv (19)', 'lt (19)', 'lu (16)', 'my (31)', 'mt (17)', 'mx (19)', 'ma (4)', 'nl (13)', 'nz (17)', 'ni (14)', 'no (17)', 'pa (17)', 'py (14)', 'pe (20)', 'ph (33)', 'pl (15)', 'pt (24)', 'ro (6)', 'sa (5)', 'sg (33)', 'sk (19)', 'za (4)', 'kr (3)', 'es (11)', 'se (17)', 'ch (20)', 'tw (43)', 'th (14)', 'tr (15)', 'ua (2)', 'ae (10)', 'uy (16)', 'vn (9)', 'ad (1)']"
1591,4npEfmQ6YuiwW1GpUmaq3F,Ava Max,5630195.0,80,"['dance pop', 'pop']","['us (5)', 'gb (5)', 'au (6)', 'at (10)', 'be (9)', 'br (1)', 'bg (5)', 'ca (6)', 'cy (6)', 'cz (7)', 'dk (9)', 'do (1)', 'eg (1)', 'ee (8)', 'fi (13)', 'fr (9)', 'de (10)', 'gr (5)', 'hn (1)', 'hk (5)', 'hu (11)', 'is (7)', 'id (3)', 'ie (6)', 'il (4)', 'it (4)', 'jp (3)', 'lv (6)', 'lt (7)', 'lu (10)', 'my (6)', 'mt (5)', 'mx (1)', 'ma (4)', 'nl (9)', 'nz (4)', 'no (14)', 'pa (1)', 'ph (2)', 'pl (10)', 'pt (4)', 'ro (6)', 'ru (2)', 'sa (2)', 'sg (6)', 'sk (7)', 'za (5)', 'kr (2)', 'es (2)', 'se (10)', 'ch (9)', 'tw (8)', 'th (3)', 'tr (1)', 'ua (5)', 'ae (6)', 'uy (1)', 'vn (6)']"
